Data long,Data,Numero1,Numero2,Numero3,Numero4,Numero5,Numero6,NumeroJ,NumeroS
10 March 2020,43900,8,35,41,43,57,80,42,17
7 March 2020,43897,11,13,31,41,85,87,12,37
5 March 2020,43895,13,40,48,67,69,85,65,43
3 March 2020,43893,5,11,19,26,36,64,1,78
29 February 2020,43890,9,35,44,50,73,78,85,6
27 February 2020,43888,17,51,60,71,75,79,58,85
25 February 2020,43886,10,15,23,54,73,74,63,26
22 February 2020,43883,1,28,57,58,60,68,50,31
20 February 2020,43881,20,36,55,69,80,85,58,3
18 February 2020,43879,26,45,58,69,72,82,9,49
15 February 2020,43876,13,26,40,55,65,86,9,48
13 February 2020,43874,4,15,43,69,74,84,49,36
11 February 2020,43872,16,24,45,68,72,81,20,2
8 February 2020,43869,15,32,54,56,61,85,10,63
6 February 2020,43867,3,20,29,49,65,82,31,70
4 February 2020,43865,21,29,34,64,72,79,14,82
1 February 2020,43862,22,25,45,46,48,88,24,56
30 January 2020,43860,8,46,53,62,77,84,51,38
28 January 2020,43858,16,21,33,50,57,89,52,26
25 January 2020,43855,11,16,17,35,68,90,76,47
23 January 2020,43853,15,20,23,69,72,81,87,79
21 January 2020,43851,6,32,46,53,70,75,62,9
18 January 2020,43848,26,28,32,50,79,87,1,72
16 January 2020,43846,22,29,50,53,72,83,77,85
14 January 2020,43844,1,6,9,32,68,85,79,62
11 January 2020,43841,34,36,38,63,72,81,18,63
9 January 2020,43839,5,14,54,55,66,78,52,45
7 January 2020,43837,2,23,60,66,72,78,19,53
4 January 2020,43834,23,30,37,44,57,80,26,56
2 January 2020,43832,5,45,63,64,78,85,4,89
31 December 2019,43830,3,32,36,43,62,80,13,89
28 December 2019,43827,3,8,16,28,42,65,75,63
24 December 2019,43823,44,48,55,67,82,90,54,72
23 December 2019,43822,17,30,45,56,87,89,18,76
21 December 2019,43820,9,28,36,50,66,90,71,56
19 December 2019,43818,3,14,25,43,74,80,62,80
17 December 2019,43816,4,8,37,44,86,88,56,62
14 December 2019,43813,8,10,43,52,60,83,84,61
12 December 2019,43811,11,25,39,48,51,71,88,19
10 December 2019,43809,11,37,40,42,58,82,69,5
7 December 2019,43806,11,21,44,67,77,80,33,69
5 December 2019,43804,16,25,52,59,64,74,37,74
3 December 2019,43802,4,5,8,22,48,83,47,66
30 November 2019,43799,2,21,47,52,66,77,9,73
28 November 2019,43797,7,16,17,50,52,74,68,61
26 November 2019,43795,21,22,35,63,76,79,38,60
23 November 2019,43792,12,29,52,61,72,79,57,73
21 November 2019,43790,23,29,35,50,57,60,15,32
19 November 2019,43788,19,26,56,74,77,82,17,2
16 November 2019,43785,7,29,31,58,65,86,18,61
14 November 2019,43783,33,52,57,72,76,81,77,71
12 November 2019,43781,14,15,51,55,61,73,4,79
9 November 2019,43778,1,21,43,51,81,88,60,20
7 November 2019,43776,4,9,37,48,49,77,41,39
5 November 2019,43774,32,56,64,65,87,90,71,57
2 November 2019,43771,10,19,30,68,78,80,31,74
31 October 2019,43769,35,41,53,60,65,80,86,16
29 October 2019,43767,21,32,47,61,67,68,25,69
26 October 2019,43764,8,12,13,14,51,83,74,1
24 October 2019,43762,18,51,53,57,82,87,1,18
22 October 2019,43760,9,28,40,77,79,81,4,28
19 October 2019,43757,15,30,75,76,77,79,11,73
17 October 2019,43755,10,29,33,55,65,72,47,6
15 October 2019,43753,5,38,45,54,59,65,78,17
12 October 2019,43750,5,33,40,45,79,90,78,4
10 October 2019,43748,9,12,29,42,65,75,84,86
8 October 2019,43746,25,35,47,70,79,87,83,54
5 October 2019,43743,20,38,52,58,68,72,45,79
3 October 2019,43741,4,5,31,35,46,80,77,34
1 October 2019,43739,11,59,63,73,84,89,62,27
28 September 2019,43736,37,49,66,75,77,82,31,8
26 September 2019,43734,17,20,42,44,83,90,18,37
24 September 2019,43732,7,45,55,60,81,89,25,29
21 September 2019,43729,31,36,44,47,50,56,17,46
19 September 2019,43727,38,50,53,56,65,76,86,12
17 September 2019,43725,9,18,26,43,60,79,57,35
14 September 2019,43722,1,7,10,40,52,59,47,85
12 September 2019,43720,12,17,20,62,80,88,26,28
10 September 2019,43718,15,16,21,49,50,83,20,22
7 September 2019,43715,9,29,43,66,70,84,52,1
5 September 2019,43713,7,26,31,34,52,54,32,21
3 September 2019,43711,18,29,39,58,59,76,53,37
31 August 2019,43708,31,35,52,59,60,75,51,9
29 August 2019,43706,21,37,45,53,83,84,2,41
27 August 2019,43704,4,15,34,37,47,73,26,54
24 August 2019,43701,20,36,40,42,63,86,17,4
22 August 2019,43699,1,12,24,42,65,67,39,21
20 August 2019,43697,20,35,40,41,79,88,28,35
19 August 2019,43696,17,28,57,66,67,71,78,5
17 August 2019,43694,8,13,31,37,39,46,54,65
13 August 2019,43690,7,32,41,59,75,76,21,11
10 August 2019,43687,10,15,42,57,68,80,25,68
8 August 2019,43685,6,10,24,63,66,89,67,23
6 August 2019,43683,20,22,27,43,46,72,28,61
3 August 2019,43680,6,16,21,27,33,66,1,45
1 August 2019,43678,20,30,37,52,82,83,18,52
30 July 2019,43676,6,8,16,42,84,87,62,12
27 July 2019,43673,13,33,40,61,78,80,66,51
25 July 2019,43671,7,20,28,36,55,69,4,88
23 July 2019,43669,18,32,34,55,74,79,78,36
20 July 2019,43666,2,23,29,51,79,84,67,26
18 July 2019,43664,12,22,37,40,51,68,49,38
16 July 2019,43662,30,47,48,60,67,90,85,25
13 July 2019,43659,3,13,15,36,42,90,6,83
11 July 2019,43657,15,26,32,48,66,84,80,39
9 July 2019,43655,1,20,26,54,59,74,52,62
6 July 2019,43652,6,12,22,25,29,62,90,43
4 July 2019,43650,40,42,57,64,80,86,38,57
2 July 2019,43648,13,18,37,48,63,67,65,23
29 June 2019,43645,6,22,33,45,60,81,68,33
27 June 2019,43643,33,34,37,50,68,82,22,39
25 June 2019,43641,14,43,61,62,75,85,69,29
22 June 2019,43638,35,39,41,69,70,74,89,59
20 June 2019,43636,25,26,35,42,65,76,77,84
18 June 2019,43634,13,23,63,67,68,81,38,5
15 June 2019,43631,4,23,43,47,74,82,73,9
13 June 2019,43629,11,22,23,26,32,77,18,6
11 June 2019,43627,16,25,36,46,48,58,73,15
8 June 2019,43624,15,16,54,64,66,72,44,62
6 June 2019,43622,2,15,47,54,78,79,68,77
4 June 2019,43620,15,49,63,79,85,86,68,90
1 June 2019,43617,17,19,24,46,48,72,56,82
30 May 2019,43615,16,33,59,65,69,73,29,87
28 May 2019,43613,8,30,33,58,84,89,88,53
25 May 2019,43610,33,51,53,59,66,68,43,54
23 May 2019,43608,2,8,15,32,72,79,16,80
21 May 2019,43606,20,38,76,82,84,87,75,66
18 May 2019,43603,31,33,44,57,62,65,25,70
16 May 2019,43601,11,25,37,67,75,85,35,51
14 May 2019,43599,37,59,69,75,89,90,2,69
11 May 2019,43596,9,20,47,58,65,78,25,22
9 May 2019,43594,3,17,26,38,54,82,42,32
7 May 2019,43592,5,8,21,49,66,90,77,47
4 May 2019,43589,4,15,41,52,76,85,14,11
2 May 2019,43587,1,28,57,75,82,83,52,87
30 April 2019,43585,13,29,31,51,55,72,36,31
29 April 2019,43584,8,22,61,65,69,74,86,63
27 April 2019,43582,6,17,18,42,64,71,88,15
23 April 2019,43578,19,20,32,51,63,79,78,34
20 April 2019,43575,5,18,76,87,88,89,17,44
18 April 2019,43573,7,10,46,47,73,89,1,60
16 April 2019,43571,15,55,58,62,82,90,24,40
13 April 2019,43568,16,22,30,40,51,77,39,15
11 April 2019,43566,5,10,52,60,85,88,46,5
9 April 2019,43564,1,13,28,33,37,65,83,59
6 April 2019,43561,41,54,85,87,88,89,71,74
4 April 2019,43559,7,29,38,49,66,70,41,58
2 April 2019,43557,19,25,30,32,37,60,85,3
30 March 2019,43554,1,10,20,28,47,55,6,40
28 March 2019,43552,43,53,58,68,83,90,89,4
26 March 2019,43550,14,27,45,47,52,84,12,84
23 March 2019,43547,21,32,43,63,83,90,25,54
21 March 2019,43545,27,32,52,59,69,90,75,62
19 March 2019,43543,12,15,38,43,56,85,80,42
16 March 2019,43540,49,61,63,77,87,88,13,23
14 March 2019,43538,27,28,42,63,78,86,70,33
12 March 2019,43536,13,37,58,66,67,88,6,85
9 March 2019,43533,9,15,51,70,78,86,17,77
7 March 2019,43531,8,42,51,62,80,84,24,85
5 March 2019,43529,3,6,16,36,56,82,83,35
2 March 2019,43526,19,34,37,40,66,69,25,65
28 February 2019,43524,2,11,50,55,79,85,58,31
26 February 2019,43522,13,25,27,52,66,75,16,69
23 February 2019,43519,5,31,47,60,68,88,62,38
21 February 2019,43517,11,16,43,59,87,90,31,39
19 February 2019,43515,15,16,32,63,67,70,20,88
16 February 2019,43512,10,17,42,59,61,80,65,64
14 February 2019,43510,4,30,47,76,78,83,53,65
12 February 2019,43508,14,28,64,69,84,90,27,90
9 February 2019,43505,5,26,43,52,63,90,6,2
7 February 2019,43503,9,26,27,49,54,76,51,9
5 February 2019,43501,11,21,34,46,50,86,55,5
2 February 2019,43498,37,42,52,80,86,88,45,77
31 January 2019,43496,4,21,59,63,65,83,29,4
29 January 2019,43494,6,11,29,65,87,90,15,67
26 January 2019,43491,17,19,62,72,78,82,46,54
24 January 2019,43489,3,19,40,49,60,82,12,62
22 January 2019,43487,3,22,79,82,83,88,58,39
19 January 2019,43484,1,15,45,48,60,80,2,44
17 January 2019,43482,21,26,33,35,63,89,9,20
15 January 2019,43480,8,43,51,56,57,87,25,18
12 January 2019,43477,16,33,36,62,73,88,48,68
10 January 2019,43475,2,39,66,76,86,87,15,67
8 January 2019,43473,23,34,38,54,57,87,39,10
7 January 2019,43472,3,8,28,45,55,58,1,36
5 January 2019,43470,46,52,55,68,76,89,11,51
3 January 2019,43468,1,35,52,56,64,70,79,69
29 December 2018,43463,24,37,46,49,62,71,53,31
27 December 2018,43461,36,43,44,49,78,82,18,25
24 December 2018,43458,12,19,36,42,77,87,47,86
22 December 2018,43456,4,14,16,51,64,88,65,69
20 December 2018,43454,11,49,58,71,76,89,20,24
18 December 2018,43452,39,61,68,69,70,86,73,2
15 December 2018,43449,5,23,36,42,47,79,56,32
13 December 2018,43447,7,9,12,21,30,41,44,19
11 December 2018,43445,6,17,32,38,47,90,75,15
10 December 2018,43444,7,37,52,73,87,88,44,66
6 December 2018,43440,10,30,44,45,47,49,15,74
4 December 2018,43438,6,31,37,47,71,78,8,25
1 December 2018,43435,7,16,33,54,80,84,18,74
29 November 2018,43433,6,22,27,36,62,76,28,35
27 November 2018,43431,6,12,15,30,31,89,37,85
24 November 2018,43428,30,38,63,68,77,80,45,11
22 November 2018,43426,15,24,28,34,56,73,51,32
20 November 2018,43424,3,9,43,48,61,83,7,4
17 November 2018,43421,3,5,38,53,54,82,9,4
15 November 2018,43419,6,12,34,36,40,66,82,77
13 November 2018,43417,7,15,22,31,46,50,61,26
10 November 2018,43414,9,15,20,46,50,84,3,50
8 November 2018,43412,11,15,20,27,45,59,7,85
6 November 2018,43410,4,16,24,42,51,84,14,10
5 November 2018,43409,8,36,39,40,48,50,68,50
3 November 2018,43407,23,35,40,79,86,87,13,85
30 October 2018,43403,38,40,43,59,67,72,22,31
27 October 2018,43400,3,12,35,51,59,80,34,22
25 October 2018,43398,10,21,24,26,29,89,60,10
23 October 2018,43396,6,30,49,56,64,81,42,21
20 October 2018,43393,4,14,27,38,89,90,57,82
18 October 2018,43391,16,23,50,73,80,88,89,63
16 October 2018,43389,8,13,25,50,65,72,54,19
13 October 2018,43386,14,36,39,46,55,59,64,80
11 October 2018,43384,20,23,39,50,62,68,27,46
9 October 2018,43382,10,36,49,53,77,85,35,52
6 October 2018,43379,27,28,33,75,77,78,20,33
4 October 2018,43377,15,30,72,79,86,90,70,76
2 October 2018,43375,3,7,18,47,64,82,84,84
29 September 2018,43372,34,54,77,80,81,87,18,70
27 September 2018,43370,21,37,46,56,65,77,76,80
25 September 2018,43368,17,24,57,64,70,89,76,27
22 September 2018,43365,12,16,29,45,82,85,89,4
20 September 2018,43363,15,18,56,67,72,74,6,5
18 September 2018,43361,2,24,31,42,47,55,40,34
15 September 2018,43358,3,26,34,61,84,87,67,89
13 September 2018,43356,16,23,29,49,57,76,30,77
11 September 2018,43354,59,61,63,65,71,84,12,23
8 September 2018,43351,7,25,32,39,59,86,27,81
6 September 2018,43349,2,23,34,52,76,87,58,86
4 September 2018,43347,18,25,47,51,70,83,2,7
1 September 2018,43344,1,4,19,23,55,68,28,13
30 August 2018,43342,16,28,29,55,63,69,46,46
28 August 2018,43340,1,26,39,43,73,89,55,17
25 August 2018,43337,42,44,54,68,69,81,70,82
23 August 2018,43335,14,23,32,34,40,80,73,22
21 August 2018,43333,2,16,30,39,51,79,57,80
18 August 2018,43330,7,14,27,66,70,81,76,59
16 August 2018,43328,2,10,12,21,22,50,3,36
14 August 2018,43326,21,43,45,57,67,83,37,83
11 August 2018,43323,14,57,73,79,82,84,83,42
9 August 2018,43321,31,32,46,54,73,90,47,2
7 August 2018,43319,11,18,21,23,55,66,26,86
4 August 2018,43316,23,39,53,56,64,84,22,90
2 August 2018,43314,5,6,41,44,65,74,61,20
31 July 2018,43312,23,32,49,53,61,85,87,51
28 July 2018,43309,10,19,47,67,68,75,40,71
26 July 2018,43307,21,34,53,72,80,84,73,76
24 July 2018,43305,7,29,37,43,72,79,30,37
21 July 2018,43302,22,36,38,56,59,67,52,83
19 July 2018,43300,11,38,47,71,76,77,43,52
17 July 2018,43298,30,35,44,60,72,76,23,46
14 July 2018,43295,2,9,14,19,27,77,75,41
12 July 2018,43293,3,13,18,24,74,89,34,40
10 July 2018,43291,27,41,50,60,63,81,90,77
7 July 2018,43288,3,51,55,64,77,79,34,1
5 July 2018,43286,11,19,27,41,61,83,3,13
3 July 2018,43284,28,33,38,41,66,72,31,3
30 June 2018,43281,9,13,23,32,45,54,80,8
28 June 2018,43279,28,36,55,76,81,89,16,28
26 June 2018,43277,2,6,37,39,51,86,7,32
23 June 2018,43274,4,17,29,55,67,70,72,49
21 June 2018,43272,6,11,37,42,58,62,26,23
19 June 2018,43270,1,7,25,40,68,75,84,89
16 June 2018,43267,2,9,15,22,47,65,86,78
14 June 2018,43265,5,37,51,65,79,81,30,49
12 June 2018,43263,1,12,31,33,44,50,48,7
9 June 2018,43260,13,32,41,51,61,86,42,77
7 June 2018,43258,33,39,47,64,67,76,31,51
5 June 2018,43256,6,10,11,21,71,75,26,14
4 June 2018,43255,45,56,66,74,77,88,47,65
31 May 2018,43251,9,57,64,66,69,86,2,82
29 May 2018,43249,19,28,42,49,68,83,20,67
26 May 2018,43246,20,27,32,55,69,90,60,58
24 May 2018,43244,1,27,31,58,83,87,86,51
22 May 2018,43242,12,13,19,37,62,72,40,54
19 May 2018,43239,40,51,55,56,74,81,35,63
17 May 2018,43237,16,33,34,74,79,80,64,73
15 May 2018,43235,3,10,38,52,65,71,1,49
12 May 2018,43232,29,49,50,56,64,78,89,51
10 May 2018,43230,41,62,77,79,81,84,60,55
8 May 2018,43228,17,18,41,57,58,75,83,52
5 May 2018,43225,6,14,19,59,79,81,65,44
3 May 2018,43223,9,19,31,39,77,82,22,15
30 April 2018,43220,6,10,26,47,60,75,78,29
28 April 2018,43218,2,25,41,42,74,87,13,54
26 April 2018,43216,44,52,64,66,67,71,83,82
24 April 2018,43214,31,41,44,67,75,82,39,5
21 April 2018,43211,11,43,68,72,79,85,71,51
19 April 2018,43209,5,17,20,44,62,80,48,22
17 April 2018,43207,12,23,39,54,72,73,53,75
14 April 2018,43204,1,10,31,44,58,80,70,42
12 April 2018,43202,8,28,34,38,47,54,7,21
10 April 2018,43200,27,35,46,68,72,82,81,3
7 April 2018,43197,3,20,47,55,81,83,28,85
5 April 2018,43195,7,27,55,63,73,77,33,37
3 April 2018,43193,30,45,47,49,71,90,29,82
31 March 2018,43190,1,6,7,9,45,79,80,17
29 March 2018,43188,11,15,32,35,52,56,5,9
27 March 2018,43186,10,16,35,63,73,83,20,66
24 March 2018,43183,2,24,42,62,66,81,36,47
22 March 2018,43181,20,23,29,37,39,72,44,59
20 March 2018,43179,9,20,33,43,44,48,8,55
17 March 2018,43176,7,35,52,85,88,90,72,87
15 March 2018,43174,2,13,17,31,45,69,87,78
13 March 2018,43172,19,33,42,65,78,85,74,51
10 March 2018,43169,11,15,42,64,82,84,5,78
8 March 2018,43167,22,50,52,65,66,89,57,69
6 March 2018,43165,12,36,45,46,67,75,66,86
3 March 2018,43162,2,19,62,74,81,83,56,39
1 March 2018,43160,9,23,57,72,77,82,64,32
27 February 2018,43158,48,56,66,83,86,89,6,67
24 February 2018,43155,10,44,48,62,68,83,61,68
22 February 2018,43153,9,40,45,70,76,81,39,28
20 February 2018,43151,17,25,52,55,67,75,90,57
17 February 2018,43148,5,17,37,40,55,79,31,66
15 February 2018,43146,5,17,34,40,78,82,60,78
13 February 2018,43144,3,11,38,53,70,71,27,24
10 February 2018,43141,7,31,35,57,88,89,87,65
8 February 2018,43139,24,25,30,43,47,90,77,83
6 February 2018,43137,4,8,16,35,36,74,31,35
3 February 2018,43134,1,8,19,28,34,87,43,11
1 February 2018,43132,20,45,51,63,85,89,2,48
30 January 2018,43130,22,39,47,49,77,89,80,49
27 January 2018,43127,5,24,68,72,78,85,32,12
25 January 2018,43125,15,38,48,52,66,71,39,7
23 January 2018,43123,2,5,24,32,47,62,17,7
20 January 2018,43120,27,48,50,74,76,84,19,61
18 January 2018,43118,29,43,46,50,85,86,39,68
16 January 2018,43116,9,29,51,53,74,76,28,12
13 January 2018,43113,2,10,41,49,56,71,36,33
11 January 2018,43111,3,25,28,37,71,82,75,36
9 January 2018,43109,8,69,70,84,88,90,53,60
8 January 2018,43108,15,18,24,33,48,64,58,31
4 January 2018,43104,5,19,28,43,58,82,1,18
2 January 2018,43102,1,19,26,44,61,89,84,64
30 December 2017,43099,6,17,23,46,52,53,85,52
28 December 2017,43097,10,28,33,43,50,80,34,21
23 December 2017,43092,35,39,48,71,88,89,10,4
21 December 2017,43090,12,25,50,59,67,88,24,22
19 December 2017,43088,22,39,43,65,77,89,18,49
18 December 2017,43087,24,55,71,73,85,90,2,41
16 December 2017,43085,3,7,53,65,66,73,11,65
14 December 2017,43083,25,33,39,59,72,74,22,69
12 December 2017,43081,2,30,44,52,58,69,76,64
9 December 2017,43078,21,24,48,51,60,82,88,34
7 December 2017,43076,14,15,65,68,82,85,42,88
5 December 2017,43074,10,34,45,63,81,83,41,88
2 December 2017,43071,4,12,25,27,35,69,67,78
30 November 2017,43069,5,17,19,33,43,63,15,3
28 November 2017,43067,27,28,48,61,87,88,86,80
25 November 2017,43064,16,20,22,42,54,62,52,6
23 November 2017,43062,14,38,40,51,53,64,71,36
21 November 2017,43060,32,40,41,47,56,72,58,59
18 November 2017,43057,3,16,24,27,44,88,80,1
16 November 2017,43055,2,12,16,26,51,73,46,32
14 November 2017,43053,1,11,40,45,46,57,60,59
11 November 2017,43050,16,31,33,51,75,80,21,74
9 November 2017,43048,8,12,41,42,46,51,67,73
7 November 2017,43046,2,6,34,69,77,86,15,12
4 November 2017,43043,6,7,8,38,45,78,26,55
2 November 2017,43041,11,31,46,48,65,68,28,76
31 October 2017,43039,19,24,35,69,80,89,62,89
28 October 2017,43036,7,11,17,28,32,79,80,41
26 October 2017,43034,14,38,43,57,65,72,30,51
24 October 2017,43032,6,45,47,61,74,80,32,61
21 October 2017,43029,21,22,31,32,33,81,48,4
19 October 2017,43027,16,17,58,66,71,72,12,57
17 October 2017,43025,10,17,30,55,62,78,76,6
14 October 2017,43022,2,13,50,75,85,90,44,1
12 October 2017,43020,9,16,19,35,41,59,68,72
10 October 2017,43018,4,26,52,65,66,72,1,87
7 October 2017,43015,14,17,35,37,55,83,43,55
5 October 2017,43013,14,33,48,61,65,80,46,79
3 October 2017,43011,6,21,38,48,79,90,35,23
30 September 2017,43008,7,12,21,22,39,90,71,45
28 September 2017,43006,6,15,39,68,80,89,60,50
26 September 2017,43004,13,18,19,46,58,60,57,10
23 September 2017,43001,8,46,48,69,72,81,66,23
21 September 2017,42999,13,16,27,48,67,77,8,45
19 September 2017,42997,38,45,46,55,65,73,53,64
16 September 2017,42994,22,35,36,55,63,86,47,3
14 September 2017,42992,18,25,29,30,33,69,38,89
12 September 2017,42990,7,10,25,26,37,68,41,4
9 September 2017,42987,29,39,49,56,83,85,11,73
7 September 2017,42985,11,29,64,68,70,85,48,17
5 September 2017,42983,7,12,66,68,73,76,59,44
2 September 2017,42980,2,49,57,60,71,77,40,11
31 August 2017,42978,5,29,32,33,72,89,70,26
29 August 2017,42976,21,23,54,73,84,88,33,1
26 August 2017,42973,28,29,36,54,55,68,8,53
24 August 2017,42971,40,45,54,72,85,88,50,79
22 August 2017,42969,34,46,50,52,67,86,58,23
19 August 2017,42966,18,29,34,47,48,60,25,45
17 August 2017,42964,22,28,46,52,69,86,68,47
14 August 2017,42961,34,44,46,47,64,88,72,83
12 August 2017,42959,6,17,32,40,44,67,21,30
10 August 2017,42957,3,5,24,41,48,80,71,30
8 August 2017,42955,17,24,33,41,63,66,83,62
5 August 2017,42952,14,19,50,69,75,90,67,18
3 August 2017,42950,20,25,39,49,69,71,2,71
1 August 2017,42948,1,8,28,54,82,90,5,25
29 July 2017,42945,5,11,58,75,78,81,79,21
27 July 2017,42943,5,15,52,60,77,84,28,10
25 July 2017,42941,4,29,30,47,52,59,79,73
22 July 2017,42938,6,22,26,33,51,88,68,87
20 July 2017,42936,22,32,45,60,61,80,67,46
18 July 2017,42934,17,34,42,47,75,85,49,36
15 July 2017,42931,27,37,44,47,73,86,68,50
13 July 2017,42929,2,11,26,62,74,78,88,63
11 July 2017,42927,6,12,38,42,49,83,53,42
8 July 2017,42924,6,8,32,54,80,82,75,62
6 July 2017,42922,36,37,46,48,51,74,54,19
4 July 2017,42920,21,37,58,75,81,85,12,11
1 July 2017,42917,15,20,45,59,81,85,72,80
29 June 2017,42915,16,19,38,40,58,79,26,50
27 June 2017,42913,9,14,62,64,78,82,24,41
24 June 2017,42910,2,18,20,23,30,75,26,41
22 June 2017,42908,9,18,24,42,59,71,69,4
20 June 2017,42906,38,46,54,76,82,86,17,12
17 June 2017,42903,45,48,71,75,80,83,40,17
15 June 2017,42901,6,24,28,32,78,83,13,66
13 June 2017,42899,41,50,69,71,77,81,26,49
10 June 2017,42896,19,54,56,57,67,69,21,79
8 June 2017,42894,11,28,32,48,54,59,73,19
6 June 2017,42892,7,12,26,46,56,70,13,18
3 June 2017,42889,2,22,36,77,83,90,47,64
1 June 2017,42887,7,15,27,37,56,58,32,18
30 May 2017,42885,21,26,35,59,66,70,69,90
27 May 2017,42882,16,34,57,64,65,78,49,47
25 May 2017,42880,10,33,40,42,46,77,63,30
23 May 2017,42878,10,18,23,34,61,75,35,79
20 May 2017,42875,6,37,46,53,73,78,69,84
18 May 2017,42873,1,19,47,61,70,87,37,60
16 May 2017,42871,29,38,75,79,80,90,67,5
13 May 2017,42868,4,15,21,22,44,77,54,84
11 May 2017,42866,19,37,45,51,82,83,58,29
9 May 2017,42864,3,25,63,70,75,78,65,13
6 May 2017,42861,57,60,73,77,82,86,72,51
4 May 2017,42859,15,20,33,39,65,75,7,71
2 May 2017,42857,28,43,59,60,78,80,2,26
29 April 2017,42854,8,14,25,41,79,84,85,70
27 April 2017,42852,8,27,54,62,82,83,17,4
24 April 2017,42849,8,17,28,35,74,82,13,61
22 April 2017,42847,1,4,9,10,36,79,56,83
20 April 2017,42845,3,14,52,67,72,82,61,20
18 April 2017,42843,18,29,52,74,76,88,31,63
15 April 2017,42840,6,20,35,36,55,59,52,31
13 April 2017,42838,16,24,56,69,85,87,51,82
11 April 2017,42836,5,57,59,69,81,86,77,83
8 April 2017,42833,4,6,27,76,80,86,48,43
6 April 2017,42831,15,16,21,24,53,89,31,15
4 April 2017,42829,3,16,29,34,37,57,62,41
1 April 2017,42826,8,46,68,70,76,86,39,66
30 March 2017,42824,5,16,40,70,74,76,85,69
28 March 2017,42822,3,6,20,54,72,90,71,71
25 March 2017,42819,3,50,60,64,85,86,58,76
23 March 2017,42817,25,39,48,74,86,89,67,18
21 March 2017,42815,32,35,58,63,76,79,14,53
18 March 2017,42812,14,41,60,74,79,80,18,79
16 March 2017,42810,16,21,31,62,69,85,12,28
14 March 2017,42808,16,21,53,74,79,80,27,10
11 March 2017,42805,3,6,46,48,63,76,66,71
9 March 2017,42803,4,17,39,40,50,58,15,52
7 March 2017,42801,8,19,28,33,71,89,17,85
4 March 2017,42798,2,11,26,51,64,87,37,37
2 March 2017,42796,34,37,52,58,65,89,86,28
28 February 2017,42794,19,22,44,45,71,76,3,87
25 February 2017,42791,11,17,40,69,84,85,82,62
23 February 2017,42789,9,11,21,37,86,90,17,12
21 February 2017,42787,4,22,36,60,66,90,11,49
18 February 2017,42784,7,13,24,36,37,86,33,61
16 February 2017,42782,13,17,26,33,60,78,69,30
14 February 2017,42780,9,14,19,35,48,65,2,65
11 February 2017,42777,6,9,11,32,63,83,42,80
9 February 2017,42775,18,25,35,38,45,75,20,44
7 February 2017,42773,2,21,38,74,79,83,88,4
4 February 2017,42770,13,18,34,51,62,81,20,67
2 February 2017,42768,11,27,56,57,64,66,33,82
31 January 2017,42766,14,15,16,43,49,77,8,86
28 January 2017,42763,9,13,15,51,73,74,7,14
26 January 2017,42761,43,48,49,51,60,75,29,70
24 January 2017,42759,63,67,74,77,83,85,21,69
21 January 2017,42756,6,55,63,68,76,80,37,21
19 January 2017,42754,32,51,74,79,80,81,64,3
17 January 2017,42752,16,44,49,57,60,81,51,78
14 January 2017,42749,12,17,24,45,67,84,32,64
12 January 2017,42747,14,16,30,34,52,73,28,44
10 January 2017,42745,1,9,22,25,58,84,12,46
7 January 2017,42742,2,8,62,79,81,88,32,35
5 January 2017,42740,1,7,21,27,39,78,40,18
3 January 2017,42738,9,12,27,32,45,77,3,64
31 December 2016,42735,12,14,18,22,28,33,66,16
29 December 2016,42733,31,33,38,58,76,85,25,37
27 December 2016,42731,13,25,30,57,58,64,14,75
24 December 2016,42728,1,19,21,32,48,86,3,5
22 December 2016,42726,14,23,24,44,77,86,74,56
20 December 2016,42724,10,11,29,47,58,73,43,69
17 December 2016,42721,7,15,31,39,41,45,50,14
15 December 2016,42719,9,30,31,53,67,86,42,74
13 December 2016,42717,17,21,35,48,60,76,23,80
12 December 2016,42716,6,39,52,65,68,86,30,66
10 December 2016,42714,54,65,66,68,70,85,52,29
6 December 2016,42710,24,51,56,64,65,73,34,1
3 December 2016,42707,2,10,15,26,68,71,64,47
1 December 2016,42705,11,20,31,56,63,72,28,48
29 November 2016,42703,5,24,35,49,62,77,90,81
26 November 2016,42700,41,42,44,47,68,69,80,5
24 November 2016,42698,53,68,75,79,82,84,42,27
22 November 2016,42696,8,21,44,77,80,86,62,51
19 November 2016,42693,28,29,37,43,51,78,90,44
17 November 2016,42691,2,20,23,41,44,59,29,38
15 November 2016,42689,9,18,25,31,78,81,33,85
12 November 2016,42686,9,12,20,22,75,90,77,44
10 November 2016,42684,26,41,50,55,69,86,47,50
8 November 2016,42682,31,32,60,75,81,84,62,24
5 November 2016,42679,21,22,26,35,47,85,18,83
3 November 2016,42677,21,35,56,66,68,79,15,77
31 October 2016,42674,3,14,18,25,47,75,72,13
29 October 2016,42672,1,7,13,17,40,49,80,46
27 October 2016,42670,3,12,23,71,76,83,56,35
25 October 2016,42668,4,40,54,65,83,85,73,82
22 October 2016,42665,1,6,45,48,64,78,33,32
20 October 2016,42663,2,43,65,66,67,90,44,27
18 October 2016,42661,24,44,48,61,73,87,88,24
15 October 2016,42658,4,7,36,72,78,81,20,40
13 October 2016,42656,4,34,39,60,61,77,85,58
11 October 2016,42654,11,12,17,53,71,76,90,62
8 October 2016,42651,18,25,37,47,62,87,74,51
